l_c_x,l_c_y,l_r_x,l_r_y,l_t_x,l_t_y,l_l_x,l_l_y,l_b_x,l_b_y,r_c_x,r_c_y,r_r_x,r_r_y,r_t_x,r_t_y,r_l_x,r_l_y,r_b_x,r_b_y,x,y
270.369644,263.640976,276.816597,262.960453,269.317341,257.642384,263.716545,264.225483,271.326637,269.635048,342.405243,256.182661,348.778458,255.554066,341.390953,249.963398,335.962906,256.805964,343.384476,262.372398,1566.0,89.0
324.038544,278.904877,330.718422,279.078941,324.334106,272.67374,317.339802,278.675165,323.721352,285.045576,398.211212,278.937206,406.414223,278.783798,398.251076,272.762089,390.044823,279.047184,398.178177,285.032444,464.0,1061.0
312.838593,260.896883,319.482803,261.087399,313.274479,254.878578,306.234741,260.72731,312.369404,266.967859,385.093803,261.768351,392.075958,261.858759,385.267334,255.423088,378.308907,261.491404,384.909248,268.142109,393.0,19.0
307.727661,177.055049,313.174725,176.849155,307.661209,171.764975,302.329884,177.269268,307.76886,182.370901,369.771996,173.289628,375.662842,173.333073,369.962654,167.806091,364.05777,173.171468,369.642601,178.875475,414.0,151.0
305.737495,210.51291,309.712963,209.878578,305.083351,206.709194,301.657448,210.969672,306.457767,214.151759,329.151192,207.460628,334.571075,207.98182,329.2733,202.958307,323.381004,207.052016,328.753014,212.228322,603.0,51.0
233.217735,287.250137,240.040894,288.757954,234.655304,281.175957,226.436081,285.693798,231.758232,293.299942,310.812931,303.058233,318.323917,304.641953,312.190418,296.710997,303.599548,301.373491,309.426708,309.41803,468.0,321.0
370.656738,247.3948,376.126251,248.82288,372.067909,242.275085,365.293846,246.042395,369.257851,252.475977,436.492233,261.400566,442.984238,262.988663,438.530807,256.114197,430.268402,259.787722,434.432449,266.825924,19.0,49.0
369.382133,257.919331,375.418091,258.910875,370.469666,252.132368,363.417206,256.906815,368.30101,263.611908,441.154366,268.933468,448.895798,270.576296,442.406883,262.573013,433.52993,267.23774,439.898224,275.267258,550.0,389.0
392.604599,298.023806,399.787292,297.86871,391.905899,292.502117,385.21019,298.150063,393.266983,303.475027,471.950493,292.165861,478.172531,291.949453,471.528168,286.597967,465.638657,292.322245,472.327271,297.634735,1759.0,620.0
207.982674,280.61923,215.230045,280.560808,207.964554,274.602156,200.724277,280.660915,207.979774,286.618652,285.074539,277.865582,292.567234,277.525177,285.112762,271.742592,277.650604,278.151884,285.071716,283.945341,589.0,603.0
183.193016,308.281231,190.830517,307.50329,182.42548,302.32481,175.571499,308.994656,183.903923,314.200459,261.421223,299.339561,269.546986,298.447866,260.618229,293.219204,253.411274,300.109377,262.252426,305.386133,614.0,1059.0
185.945511,297.022076,193.267498,296.526661,185.616875,291.194172,178.653908,297.463303,186.256065,302.785692,264.661102,290.234871,272.814674,289.5825,264.151745,283.858109,256.580715,290.870562,265.131912,296.584682,466.0,1060.0
194.807205,255.694427,200.542412,255.411901,195.451164,249.204283,189.15123,255.968227,194.093208,262.309427,265.059414,267.167187,271.821537,268.034792,266.277122,261.195145,258.649406,266.25598,263.874989,273.286743,21.0,55.0
247.543621,206.984825,253.602219,206.299238,247.068481,201.267328,241.569195,207.640915,248.008423,212.684813,313.282547,199.549184,319.607201,199.285398,313.126545,193.586426,307.128582,199.763989,313.515587,205.574942,515.0,150.0
220.256138,274.817448,226.985207,275.031853,220.727043,268.710966,213.540459,274.572687,219.741135,280.938234,296.112537,278.081675,303.45993,278.454237,296.446056,271.56023,288.938732,277.614384,295.870972,284.623547,494.0,501.0
298.925667,325.122814,306.079483,325.569963,299.205246,319.171801,291.759453,324.618931,298.624458,331.035175,378.974533,328.368845,386.21788,328.457737,379.16584,322.788792,371.865234,328.215752,378.754959,333.861008,617.0,1060.0
335.636597,304.493551,342.579231,303.880148,334.523087,298.511524,328.3424,305.129128,336.628952,310.509911,409.705696,288.147554,416.202698,287.674599,408.750076,280.593166,403.07724,288.539915,410.7061,295.627155,1566.0,85.0
313.778667,273.536196,319.52879,274.077044,314.223709,268.669538,308.026085,272.965479,313.268909,278.373528,378.457413,278.302288,384.450684,278.65943,378.931618,273.305483,372.547569,277.895021,378.001518,283.25326,513.0,1079.0
349.795837,263.300114,355.88932,264.011049,350.014038,258.646288,343.601799,262.499027,349.498749,267.854576,411.584282,266.534443,416.871109,266.808586,411.827011,261.68541,406.270981,266.200047,411.356621,271.299162,1612.0,930.0
354.688301,254.413347,360.841446,255.043716,355.253143,249.552269,348.562317,253.756313,354.099159,259.233513,416.178474,260.112362,422.26429,260.689688,416.589432,255.27998,410.146942,259.448376,415.824738,264.890556,772.0,970.0
365.882339,249.369392,371.933517,250.023136,366.108055,244.533119,359.769897,248.669357,365.57972,254.18787,428.564911,253.919849,434.364586,254.262543,428.790054,248.761024,422.721596,253.503885,428.356857,259.000111,1462.0,163.0
368.129616,249.613352,374.04953,250.304174,368.487473,244.874039,362.13295,248.897638,367.698364,254.341164,430.575867,253.689079,435.990562,254.190245,430.991707,248.526535,425.145111,253.099537,430.186768,258.820124,1280.0,164.0
372.328377,248.362312,378.209839,249.075108,372.532845,243.594875,366.340714,247.583113,372.078743,253.112211,433.360443,253.292027,439.306679,253.814535,433.711815,247.971354,427.40551,252.674446,433.064499,258.586178,1372.0,334.0
372.071724,250.017014,378.394585,250.826569,372.511215,245.112934,365.700073,249.187145,371.585388,254.882069,434.116516,255.052929,439.78035,255.567312,434.557495,249.978504,428.451157,254.458179,433.736153,260.101748,1163.0,632.0
379.078217,245.650263,384.388771,246.197348,379.066544,240.725584,373.58036,245.020695,378.998222,250.60956,439.614754,250.1122,445.201797,250.562954,439.842911,245.051966,433.981857,249.615068,439.394493,255.107403,1728.0,94.0
356.568298,242.851238,362.079811,243.502178,357.448235,237.615037,351.097946,242.185564,355.696754,248.093262,415.246468,250.483618,420.880547,250.965929,415.904617,245.524035,409.788857,249.940081,414.638786,255.409355,139.0,190.0
352.97287,241.796408,358.526268,242.473412,353.63205,236.844535,347.472763,241.098919,352.300339,246.73605,410.961838,249.373312,416.461105,249.999762,411.585884,244.559841,405.617752,248.692532,410.356636,254.129591,155.0,342.0
372.849693,244.26527,378.512535,244.773731,372.800026,239.476633,367.067719,243.686485,372.824554,249.05365,433.095207,248.583012,438.693848,249.048414,433.28495,243.18512,427.482376,248.024168,432.925873,253.911839,1712.0,348.0
352.640495,241.345682,358.329887,242.071838,353.311615,236.437082,346.994934,240.613403,351.975861,246.241808,410.732193,247.144461,416.450462,247.547092,411.125298,242.445259,405.185699,246.709957,410.388794,251.806011,237.0,561.0
353.3395,247.526865,358.823814,248.292561,353.837204,243.022184,347.864952,246.716709,352.818718,251.976814,413.346214,253.945169,420.191841,254.595423,413.815384,249.052935,406.490135,253.236036,412.896156,258.739729,448.0,1063.0
353.334541,244.29863,358.739243,244.876671,353.7603,239.524498,347.937164,243.727255,352.877274,249.101143,413.483887,250.507364,419.216995,251.154957,413.800354,245.321674,407.851105,249.767647,413.200951,255.621843,1180.0,503.0
354.352722,247.704878,359.840164,248.396444,354.881287,242.831068,348.846626,247.004814,353.777733,252.580032,414.071045,253.924885,419.979897,254.567184,414.481239,248.715219,408.224869,253.193779,413.723526,259.076271,1188.0,553.0
352.210274,251.766357,357.875786,252.395182,352.747879,246.901588,346.53717,251.05422,351.621475,256.546612,414.239044,258.100777,420.627136,258.760357,414.716339,253.326588,407.794838,257.360773,413.755836,262.773085,1190.0,683.0
344.635544,249.20743,349.455795,249.968891,345.459938,244.464312,339.811401,248.372211,343.806,253.941221,404.796982,255.101366,410.84507,255.852528,405.520439,249.715977,398.988838,254.308691,404.115524,260.582027,433.0,0.0
349.823227,254.996223,355.153961,255.674744,350.485153,250.038071,344.53228,254.249268,349.122734,259.914751,411.420975,259.829578,417.513504,260.458031,411.831856,254.456778,405.519753,259.128942,411.02478,265.209389,543.0,0.0
341.482468,249.728508,345.443001,248.992596,341.07975,245.533705,337.846909,250.31599,342.154274,253.528461,393.648987,246.554832,398.215904,246.783457,393.819504,242.75548,389.15184,246.349239,393.497391,250.467596,838.0,0.0
305.971203,260.68162,311.627655,261.087456,306.303482,255.975752,300.300255,260.216675,305.641098,265.329723,367.347145,263.264666,372.941895,263.368406,367.363777,258.693552,361.895676,263.090601,367.30938,267.733526,605.0,1064.0
296.856022,260.872593,302.44854,260.611925,296.51701,256.530218,291.284618,261.070061,297.187786,265.124931,357.535439,257.580986,364.103508,257.304983,357.338562,252.809658,350.992241,257.806978,357.745323,262.283764,561.0,1067.0
276.796455,257.558498,282.189102,257.662611,276.819687,252.913599,271.437492,257.392073,276.728363,262.135363,332.968216,258.318672,338.618431,258.254156,333.010941,253.773193,327.438354,258.283539,332.949409,262.800665,469.0,1067.0
273.438816,249.842319,278.525429,249.201679,272.843819,245.137911,268.404217,250.425196,274.014435,254.504471,328.103485,240.71125,333.692551,240.222187,327.60685,236.050186,322.638474,241.127872,328.622246,245.379238,357.0,17.0
292.584953,252.581091,297.925854,251.446581,291.64875,247.918739,287.277431,253.666592,293.50502,257.205334,349.184227,240.884628,354.769897,239.618683,348.098679,236.300898,343.686028,242.017536,350.283394,245.356922,404.0,148.0
329.734077,241.301422,334.208527,241.119261,329.692841,236.84319,325.260811,241.46244,329.777069,245.734749,385.921898,238.627353,392.350235,238.859911,385.932503,234.009619,379.520302,238.342366,385.879669,243.209324,626.0,154.0
330.524292,249.373369,335.090828,249.390221,330.804062,244.234543,325.959854,249.303503,330.213394,254.502411,386.404762,250.828257,391.944809,251.033049,386.629486,246.140528,381.068001,250.564013,386.228447,255.537643,304.0,153.0
321.867409,253.990002,326.808128,254.029684,322.01889,248.838615,316.9104,253.880367,321.647415,259.114666,378.032341,255.649424,383.44944,255.679035,377.845497,250.754213,372.833481,255.509033,378.273239,260.524378,413.0,147.0
314.105892,246.239977,319.538612,246.692076,314.568977,241.383648,308.732243,245.739498,313.627663,251.084747,373.658028,248.963928,379.397621,249.294119,373.901901,244.348183,368.036461,248.544788,373.482094,253.54949,525.0,489.0
313.821774,240.272713,318.551235,240.566225,314.48679,235.426097,309.174061,239.96315,313.136406,245.145321,369.766426,243.9709,375.02121,244.502249,370.171089,239.336343,364.735718,243.371143,369.362183,248.63534,19.0,49.0
308.84203,250.952883,313.601742,251.306019,309.114723,246.387348,304.089603,250.527363,308.523693,255.435505,365.598602,255.173721,371.142159,255.692768,365.972061,250.429316,360.294037,254.587183,365.291176,259.890118,359.0,487.0
327.636871,259.303207,332.609406,258.990955,327.2509,254.737701,322.544861,259.57303,327.895317,263.925991,388.784142,255.937557,394.565582,255.663643,388.299179,250.90519,382.95269,256.126556,389.261436,260.896111,1545.0,283.0
229.950542,235.685091,234.631939,236.57969,230.807953,231.293192,225.356922,234.840703,229.095268,240.041199,282.800407,245.123234,287.505493,246.204729,283.897781,240.615892,278.405075,243.970499,281.705494,249.692974,22.0,49.0
248.754597,255.008726,253.690434,254.411573,248.076515,250.922384,243.855286,255.551634,249.451275,259.039507,305.208664,244.128284,311.403313,243.34837,304.395218,239.566584,299.129829,244.820366,305.997124,248.629675,338.0,729.0
258.529549,253.551893,263.407269,252.750835,257.872829,249.012108,253.588905,254.311867,259.125557,258.106613,315.651169,243.918028,321.621017,242.907829,314.813004,239.320107,309.660187,244.879332,316.482048,248.489399,1761.0,955.0
289.46661,244.345808,295.121231,243.809624,288.800278,239.837666,283.625946,244.896612,290.055733,248.956032,347.346764,237.691627,352.601357,236.968575,346.558037,233.008389,342.024536,238.369374,348.123932,242.325211,1863.0,206.0
254.844742,244.925308,259.720001,244.44314,254.573135,240.301552,250.015202,245.361843,255.103493,249.529495,311.19772,238.744011,316.58884,238.349204,310.912018,234.142427,305.873413,239.069953,311.546021,243.320103,530.0,321.0
309.980488,245.254011,316.498642,244.796963,309.899082,240.05579,303.35886,245.566835,310.000114,250.578861,364.841309,248.383312,368.627548,248.644924,364.756966,244.085054,360.727959,248.181324,364.587173,252.72686,18.0,48.0
322.133522,240.023518,326.315384,239.219999,321.683235,237.011805,318.029709,240.856619,322.657089,243.062582,372.55661,237.990775,376.920357,238.686976,372.992706,234.584126,368.390045,237.281485,372.137604,241.329288,344.0,148.0
311.366043,245.458202,315.836811,245.582972,311.336269,241.064157,306.888103,245.256958,311.367302,249.838057,367.69619,244.690933,373.198547,244.764862,367.811928,240.002546,362.380524,244.547138,367.650719,249.353971,485.0,372.0
312.164192,239.747643,316.889229,239.829555,312.333355,235.091786,307.529526,239.655647,311.969604,244.393044,367.173386,239.36614,371.941757,239.459438,367.18586,235.087395,362.658997,239.16923,367.150154,243.678904,17.0,56.0
315.238647,243.746853,319.755039,243.780327,315.492706,239.018369,310.756302,243.661079,314.956703,248.456268,371.748428,243.649349,377.191238,243.815975,371.806183,238.832273,366.456757,243.413029,371.751976,248.458929,521.0,153.0
322.364273,266.612692,327.563057,267.54118,323.148842,261.731844,317.193489,265.627985,321.542969,271.419153,385.920753,279.183369,391.81076,280.078211,387.147446,274.859533,380.326347,278.245125,384.754677,283.437595,500.0,580.0
333.758659,270.801029,339.451256,272.100506,334.744072,265.657454,328.078537,269.372864,332.717743,275.806961,399.52652,285.051498,405.394058,286.220169,400.394173,279.933329,393.727913,283.807468,398.721466,290.018091,1305.0,797.0
357.576714,286.906843,364.521484,287.719259,357.930183,281.43362,350.648918,286.061611,357.157211,292.306337,426.153755,293.001909,432.496796,293.485794,426.516304,287.663555,419.756393,292.424984,425.819244,298.222818,1750.0,1058.0
356.481476,288.383789,363.543472,289.190025,357.008896,282.936974,349.400673,287.484369,355.84938,293.722172,427.517815,294.328079,433.874664,294.795685,427.978172,289.308586,421.031494,293.750153,427.052231,299.239798,1821.0,1013.0
329.475098,276.058731,335.883713,277.039175,330.256157,270.660324,323.111,274.983101,328.666954,281.372738,397.803345,285.466948,404.076347,286.15694,398.236084,280.328579,391.657715,284.703369,397.43187,290.477686,725.0,924.0
346.900826,277.197962,352.661514,277.170153,346.879044,272.28158,341.155701,277.160769,346.886139,282.067394,411.345444,275.985346,417.319527,275.697184,411.016006,270.948486,405.450439,276.165648,411.723976,280.91217,796.0,602.0
356.970825,205.433006,360.697861,205.976171,357.420311,202.459216,353.290291,204.86927,356.515923,208.366084,396.851273,211.310921,400.37571,211.877861,397.37587,208.267922,393.393326,210.708833,396.360283,214.340129,609.0,1060.0
358.293915,203.822079,362.277031,204.011106,358.186111,200.707483,354.281921,203.592753,358.365669,206.902184,398.407021,205.900455,402.318878,206.085134,398.439522,202.403512,394.505272,205.662146,398.411026,209.361391,1566.0,89.0
304.297028,258.327341,308.001175,258.124523,304.066734,254.92135,300.574837,258.50544,304.503288,261.679287,349.874077,255.521221,354.041405,255.278778,349.521523,251.977358,345.746269,255.724926,350.241585,259.025145,466.0,1058.0
308.190079,257.402945,312.45306,257.293282,308.097477,253.49493,303.914375,257.488861,308.232746,261.277084,353.70533,255.448837,357.903595,255.289936,353.501663,251.686993,349.502831,255.548458,353.918076,259.166479,1197.0,561.0
308.843632,259.053383,313.085136,258.960829,308.685417,255.293255,304.589195,259.121819,308.946457,262.781696,355.291214,257.310991,359.778061,257.198353,355.108299,253.442173,350.780296,257.372189,355.471153,261.127424,1252.0,737.0
336.694794,245.266943,339.227524,244.749613,337.026062,243.21579,334.247284,245.724363,336.351776,247.334461,376.725769,239.57325,381.243629,240.070896,377.119713,236.737275,372.092514,239.057779,376.318245,242.390127,185.0,792.0
338.217545,234.151411,341.698189,234.08432,338.719521,230.867715,334.821281,234.2274,337.688866,237.524414,378.758316,236.633778,381.919632,237.06512,379.640465,233.747563,375.732422,236.208315,377.863579,239.547958,250.0,795.0
340.457764,233.232207,344.241371,233.506322,341.073227,230.169668,336.691208,232.919497,339.800682,236.223321,382.302055,237.466822,386.029358,238.18275,382.989006,234.246068,378.61187,236.717091,381.599236,240.659494,462.0,793.0
341.454773,233.204012,345.192337,233.420491,341.922264,230.177093,337.727356,232.946792,340.974541,236.148791,383.598557,237.900209,387.558098,238.749375,384.382668,234.619317,379.66198,237.018099,382.805481,241.108246,672.0,795.0
327.747269,252.512741,331.692505,252.826252,328.004837,249.087868,323.81115,252.160177,327.462769,255.889807,372.833405,255.602388,376.734581,255.774593,372.883453,252.159863,368.962555,255.395651,372.790718,258.999138,776.0,799.0
315.136662,236.388245,318.709469,236.122599,315.063953,233.389764,311.614418,236.656752,315.196228,239.385581,356.410484,233.403411,359.484367,233.537722,356.355209,230.456057,353.511238,233.225212,356.478424,236.391692,15.0,54.0
313.47086,240.467634,316.966076,240.135784,313.134975,237.19099,310.009518,240.814619,313.805237,243.728971,354.711838,236.004281,358.574104,235.874634,354.442444,232.689543,350.832977,236.082888,354.949417,239.255962,1018.0,443.0
311.576061,241.242971,314.917011,240.865059,311.339779,238.143697,308.291626,241.599855,311.811295,244.295597,352.442627,236.73799,355.870552,236.64691,352.428627,233.700628,349.085121,236.795554,352.451363,239.758244,321.0,796.0
308.716736,242.305613,312.206593,241.848507,308.415012,239.064503,305.266895,242.758055,309.013042,245.511675,350.629654,237.271414,354.432945,237.072558,350.46196,234.03873,346.840668,237.413106,350.784569,240.443401,747.0,799.0
308.661957,242.433157,312.17659,241.915569,308.359699,239.317088,305.1717,242.92491,308.938885,245.505724,350.269203,237.498264,353.870049,237.379003,350.103493,234.205799,346.695023,237.57082,350.421829,240.716028,1005.0,795.0
312.675171,238.534884,316.254826,238.208914,312.538509,235.39577,309.144039,238.856778,312.801838,241.644287,353.895073,234.481831,357.155228,234.37058,353.836899,231.343346,350.801468,234.536104,353.975143,237.657022,164.0,819.0
315.364323,237.494702,318.904018,237.280498,315.28286,234.405885,311.859989,237.718277,315.427322,240.566654,356.90136,234.522285,360.441704,234.487152,356.973381,231.387577,353.422546,234.504862,356.848488,237.623677,555.0,385.0
303.504086,260.822153,307.418251,260.434856,303.304672,257.205219,299.568882,261.185102,303.672218,264.414339,348.171005,255.088177,352.311287,254.465218,347.489624,251.432476,344.010925,255.660353,348.841324,258.68474,807.0,132.0
311.247559,266.331768,315.508881,266.34181,311.209335,263.083677,307.006092,266.312857,311.271496,269.568329,357.033844,266.01943,360.930748,265.763483,356.800766,262.670689,353.18882,266.205196,357.301025,269.326344,885.0,462.0
304.922924,259.248276,308.768559,259.369726,305.220451,255.531721,301.10321,259.144535,304.621696,262.968292,349.389954,259.977751,353.527794,259.869518,349.398155,256.374207,345.363007,260.01646,349.3964,263.60321,20.0,54.0
310.049934,258.910761,314.365139,258.981743,310.125332,255.070782,305.73513,258.836203,309.93187,262.734404,355.080109,258.488588,359.212723,258.510075,354.969177,254.54155,350.943871,258.40951,355.193939,262.417889,1118.0,253.0
274.960651,276.589422,278.640671,275.616732,274.096622,272.941761,271.311531,277.524948,275.794277,280.215111,316.962528,265.976372,321.124077,264.919252,316.124573,262.434254,312.930031,266.954784,317.835178,269.550161,196.0,796.0
275.36459,276.248102,279.178753,275.289173,274.472637,272.595291,271.592884,277.179966,276.235752,279.886265,317.221069,265.514231,321.537437,264.367304,316.260872,261.965618,313.021889,266.605053,318.205223,269.076633,222.0,797.0
275.207443,276.136723,278.9534,275.143948,274.355106,272.478819,271.506424,277.091217,276.0425,279.771852,317.153702,265.305548,321.272316,264.198074,316.208,261.841192,313.166065,266.351137,318.12336,268.785295,246.0,795.0
274.395924,250.604239,278.241405,249.312172,273.771172,246.344261,270.663433,251.917934,275.070305,255.092697,326.650772,240.813732,331.017914,240.389729,326.242905,236.338677,322.356529,241.199055,327.016487,245.374718,309.0,801.0
328.823853,194.961004,332.791939,194.094844,328.182106,191.033993,324.871025,195.830956,329.449348,198.884668,377.278404,183.805089,381.92688,182.666874,376.231232,179.792504,372.710114,184.867659,378.346329,187.799048,389.0,799.0
265.788765,209.26795,269.614372,208.508592,265.108986,205.338478,262.000618,210.004621,266.457138,213.144937,312.623825,200.644641,317.776814,199.840651,312.094364,196.438022,307.575378,201.382084,313.213177,204.827814,438.0,798.0
283.581753,208.124385,287.770348,207.309008,282.897797,203.930168,279.437408,208.882341,284.251347,212.263513,333.312263,198.523307,338.357697,197.714424,332.635651,194.285173,328.332558,199.27115,334.019585,202.752185,468.0,799.0
458.405418,229.619551,461.457329,229.06424,457.9533,226.646647,455.426369,230.170298,458.861389,232.585573,495.312843,222.834163,499.273186,222.19564,494.962273,219.767618,491.440773,223.429942,495.69664,225.891681,507.0,800.0
306.187706,260.335293,311.526623,260.540485,306.534519,255.532007,300.919666,260.105639,305.824795,265.105305,362.824936,263.120298,368.559647,263.251762,363.041801,258.408451,357.164841,262.959938,362.664032,267.855835,568.0,797.0
304.157982,262.773771,309.255829,262.955532,304.367161,258.330517,299.108162,262.546377,303.940239,267.150049,361.977158,264.170923,367.629242,264.304447,362.070999,259.680805,356.345406,263.966875,361.919098,268.632803,657.0,796.0
307.184391,259.343548,312.197685,259.458675,307.36145,254.867306,302.187119,259.20805,306.990318,263.786116,364.263077,260.994587,370.176544,261.222496,364.396439,256.270266,358.347092,260.686255,364.141159,265.656853,774.0,791.0
307.731571,259.499731,313.028851,259.700661,307.924404,254.96398,302.479401,259.251451,307.52533,263.973284,365.039101,261.230793,370.540314,261.373959,365.111008,256.624403,359.554367,261.02025,364.991379,265.791578,831.0,794.0
309.28894,260.039091,314.626408,260.198135,309.495296,255.52537,303.989182,259.865141,309.064617,264.528952,366.740341,262.224426,372.742233,262.303476,366.775742,257.386637,360.674744,262.070646,366.68766,267.00388,992.0,798.0
297.060661,263.118496,301.75209,262.010193,296.046886,258.746395,292.340813,264.188261,298.056011,267.428341,348.782997,249.391537,354.471359,248.358164,347.776947,244.82852,343.110008,250.325546,349.825745,253.903828,521.0,541.0
299.671421,263.729696,304.713306,262.390795,298.552361,259.619465,294.669247,265.013123,300.768814,267.778473,351.391029,250.537434,357.068443,249.207029,350.521469,246.380825,345.758438,251.813564,352.275772,254.656534,607.0,1058.0
304.11253,259.892979,309.0798,258.58964,302.825947,255.665131,299.099922,261.197777,305.33987,264.115591,356.424217,246.131973,361.437111,244.920645,355.1231,241.551247,351.371841,247.297554,357.717972,250.689068,1565.0,90.0
